id,left,top,right,bottom,AgricultureFishing,BuildingCivil,Chemicals,Machine,Market,Media,MetalProducts,Metalworking,Mining,OtherProduct,Service,TransportIndustry,Warehouse,x,y,gridprob
1569,15495049.27,4258653.657,15496049.27,4257653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,26,0
1570,15495049.27,4257653.657,15496049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,25,0
1571,15495049.27,4256653.657,15496049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,24,0
1572,15495049.27,4255653.657,15496049.27,4254653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,23,0
1573,15495049.27,4254653.657,15496049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,22,0
1574,15495049.27,4253653.657,15496049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28,21,0
1603,15496049.27,4279653.657,15497049.27,4278653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,47,0
1604,15496049.27,4278653.657,15497049.27,4277653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,46,0
1605,15496049.27,4277653.657,15497049.27,4276653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,45,0
1606,15496049.27,4276653.657,15497049.27,4275653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,44,0
1607,15496049.27,4275653.657,15497049.27,4274653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,43,0
1608,15496049.27,4274653.657,15497049.27,4273653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,29,42,2.93795E-06
1609,15496049.27,4273653.657,15497049.27,4272653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,29,41,5.07164E-05
1610,15496049.27,4272653.657,15497049.27,4271653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,40,0
1611,15496049.27,4271653.657,15497049.27,4270653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,39,0
1612,15496049.27,4270653.657,15497049.27,4269653.657,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,38,2.07164E-05
1613,15496049.27,4269653.657,15497049.27,4268653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,37,0
1614,15496049.27,4268653.657,15497049.27,4267653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,29,36,2.62357E-05
1615,15496049.27,4267653.657,15497049.27,4266653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,35,0
1616,15496049.27,4266653.657,15497049.27,4265653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,34,0
1617,15496049.27,4265653.657,15497049.27,4264653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,33,0
1618,15496049.27,4264653.657,15497049.27,4263653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,29,32,1.26791E-05
1619,15496049.27,4263653.657,15497049.27,4262653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,29,31,8.96312E-05
1620,15496049.27,4262653.657,15497049.27,4261653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,30,0
1621,15496049.27,4261653.657,15497049.27,4260653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,29,0
1622,15496049.27,4260653.657,15497049.27,4259653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,28,0
1623,15496049.27,4259653.657,15497049.27,4258653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,27,0
1624,15496049.27,4258653.657,15497049.27,4257653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,26,0
1625,15496049.27,4257653.657,15497049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,25,0
1626,15496049.27,4256653.657,15497049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,24,0
1627,15496049.27,4255653.657,15497049.27,4254653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,23,0
1628,15496049.27,4254653.657,15497049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,22,0
1629,15496049.27,4253653.657,15497049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,21,0
1630,15496049.27,4252653.657,15497049.27,4251653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29,20,0
1658,15497049.27,4279653.657,15498049.27,4278653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,47,0
1659,15497049.27,4278653.657,15498049.27,4277653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,46,0
1660,15497049.27,4277653.657,15498049.27,4276653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,45,0
1661,15497049.27,4276653.657,15498049.27,4275653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,44,0
1662,15497049.27,4275653.657,15498049.27,4274653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,43,0
1663,15497049.27,4274653.657,15498049.27,4273653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,30,42,1.26791E-05
1664,15497049.27,4273653.657,15498049.27,4272653.657,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,8 ,0 ,0 ,30,41,0.000179514
1665,15497049.27,4272653.657,15498049.27,4271653.657,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,30,40,8.2238E-05
1666,15497049.27,4271653.657,15498049.27,4270653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,39,1.35567E-05
1667,15497049.27,4270653.657,15498049.27,4269653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,38,0
1668,15497049.27,4269653.657,15498049.27,4268653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,37,0
1669,15497049.27,4268653.657,15498049.27,4267653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,30,36,1.26791E-05
1670,15497049.27,4267653.657,15498049.27,4266653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,35,0
1671,15497049.27,4266653.657,15498049.27,4265653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,34,0
1672,15497049.27,4265653.657,15498049.27,4264653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,33,0
1673,15497049.27,4264653.657,15498049.27,4263653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,32,0
1674,15497049.27,4263653.657,15498049.27,4262653.657,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,6 ,0 ,0 ,30,31,0.000140956
1675,15497049.27,4262653.657,15498049.27,4261653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,30,0
1676,15497049.27,4261653.657,15498049.27,4260653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,29,0
1677,15497049.27,4260653.657,15498049.27,4259653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,28,0
1678,15497049.27,4259653.657,15498049.27,4258653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,27,0
1679,15497049.27,4258653.657,15498049.27,4257653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,26,0
1680,15497049.27,4257653.657,15498049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,25,0
1681,15497049.27,4256653.657,15498049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,30,24,2.93795E-06
1682,15497049.27,4255653.657,15498049.27,4254653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,23,0
1683,15497049.27,4254653.657,15498049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,22,0
1684,15497049.27,4253653.657,15498049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,21,0
1685,15497049.27,4252653.657,15498049.27,4251653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,20,0
1686,15497049.27,4251653.657,15498049.27,4250653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,19,0
1687,15497049.27,4250653.657,15498049.27,4249653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,18,0
1688,15497049.27,4249653.657,15498049.27,4248653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30,17,0
1713,15498049.27,4279653.657,15499049.27,4278653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,47,0
1714,15498049.27,4278653.657,15499049.27,4277653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,46,0
1715,15498049.27,4277653.657,15499049.27,4276653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,45,0
1716,15498049.27,4276653.657,15499049.27,4275653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,44,1.35567E-05
1717,15498049.27,4275653.657,15499049.27,4274653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,43,0
1718,15498049.27,4274653.657,15499049.27,4273653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,42,0
1719,15498049.27,4273653.657,15499049.27,4272653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,31,41,1.26791E-05
1720,15498049.27,4272653.657,15499049.27,4271653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,31,40,4.24099E-05
1721,15498049.27,4271653.657,15499049.27,4270653.657,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,1 ,31,39,8.82921E-05
1722,15498049.27,4270653.657,15499049.27,4269653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,31,38,2.97308E-05
1723,15498049.27,4269653.657,15499049.27,4268653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,37,0
1724,15498049.27,4268653.657,15499049.27,4267653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,36,0
1725,15498049.27,4267653.657,15499049.27,4266653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,31,35,3.06084E-05
1726,15498049.27,4266653.657,15499049.27,4265653.657,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,31,34,4.80344E-05
1727,15498049.27,4265653.657,15499049.27,4264653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,31,33,4.32875E-05
1728,15498049.27,4264653.657,15499049.27,4263653.657,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,31,32,0.000116745
1729,15498049.27,4263653.657,15499049.27,4262653.657,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,11 ,0 ,0 ,31,31,0.000183635
1730,15498049.27,4262653.657,15499049.27,4261653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,30,0
1731,15498049.27,4261653.657,15499049.27,4260653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,31,29,1.26791E-05
1732,15498049.27,4260653.657,15499049.27,4259653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,28,0
1733,15498049.27,4259653.657,15499049.27,4258653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,27,0
1734,15498049.27,4258653.657,15499049.27,4257653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,26,0
1735,15498049.27,4257653.657,15499049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,25,0
1736,15498049.27,4256653.657,15499049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,31,24,1.26791E-05
1737,15498049.27,4255653.657,15499049.27,4254653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,23,1.35567E-05
1738,15498049.27,4254653.657,15499049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,22,0
1739,15498049.27,4253653.657,15499049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,21,0
1740,15498049.27,4252653.657,15499049.27,4251653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,20,0
1741,15498049.27,4251653.657,15499049.27,4250653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,19,0
1742,15498049.27,4250653.657,15499049.27,4249653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,18,0
1743,15498049.27,4249653.657,15499049.27,4248653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,17,0
1744,15498049.27,4248653.657,15499049.27,4247653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31,16,0
1768,15499049.27,4279653.657,15500049.27,4278653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,47,0
1769,15499049.27,4278653.657,15500049.27,4277653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,46,0
1770,15499049.27,4277653.657,15500049.27,4276653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,45,1.35567E-05
1771,15499049.27,4276653.657,15500049.27,4275653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,44,1.35567E-05
1772,15499049.27,4275653.657,15500049.27,4274653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,43,0
1773,15499049.27,4274653.657,15500049.27,4273653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,42,0
1774,15499049.27,4273653.657,15500049.27,4272653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,41,0
1775,15499049.27,4272653.657,15500049.27,4271653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,40,0
1776,15499049.27,4271653.657,15500049.27,4270653.657,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,32,39,9.4416E-05
1777,15499049.27,4270653.657,15500049.27,4269653.657,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,32,38,5.24715E-05
1778,15499049.27,4269653.657,15500049.27,4268653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,37,0
1779,15499049.27,4268653.657,15500049.27,4267653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,36,0
1780,15499049.27,4267653.657,15500049.27,4266653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,32,35,1.70517E-05
1781,15499049.27,4266653.657,15500049.27,4265653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,34,0
1782,15499049.27,4265653.657,15500049.27,4264653.657,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,6 ,0 ,0 ,32,33,0.000133796
1783,15499049.27,4264653.657,15500049.27,4263653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,32,32,2.97308E-05
1784,15499049.27,4263653.657,15500049.27,4262653.657,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,31,5.38548E-05
1785,15499049.27,4262653.657,15500049.27,4261653.657,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,32,30,5.67505E-05
1786,15499049.27,4261653.657,15500049.27,4260653.657,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,29,3.05148E-05
1787,15499049.27,4260653.657,15500049.27,4259653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,32,28,1.26791E-05
1788,15499049.27,4259653.657,15500049.27,4258653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,32,27,1.64946E-05
1789,15499049.27,4258653.657,15500049.27,4257653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,26,0
1790,15499049.27,4257653.657,15500049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,25,0
1791,15499049.27,4256653.657,15500049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,24,0
1792,15499049.27,4255653.657,15500049.27,4254653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,23,0
1793,15499049.27,4254653.657,15500049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,22,0
1794,15499049.27,4253653.657,15500049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,21,0
1795,15499049.27,4252653.657,15500049.27,4251653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,20,0
1796,15499049.27,4251653.657,15500049.27,4250653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,32,19,1.26791E-05
1797,15499049.27,4250653.657,15500049.27,4249653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,18,0
1798,15499049.27,4249653.657,15500049.27,4248653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,17,0
1799,15499049.27,4248653.657,15500049.27,4247653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,16,0
1800,15499049.27,4247653.657,15500049.27,4246653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,15,0
1801,15499049.27,4246653.657,15500049.27,4245653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32,14,0
1823,15500049.27,4279653.657,15501049.27,4278653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,47,0
1824,15500049.27,4278653.657,15501049.27,4277653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,46,0
1825,15500049.27,4277653.657,15501049.27,4276653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,33,45,1.70517E-05
1826,15500049.27,4276653.657,15501049.27,4275653.657,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,33,44,4.69522E-05
1827,15500049.27,4275653.657,15501049.27,4274653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,43,0
1828,15500049.27,4274653.657,15501049.27,4273653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,42,0
1829,15500049.27,4273653.657,15501049.27,4272653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,41,0
1830,15500049.27,4272653.657,15501049.27,4271653.657,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,33,40,5.9368E-05
1831,15500049.27,4271653.657,15501049.27,4270653.657,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,33,39,0.000121024
1832,15500049.27,4270653.657,15501049.27,4269653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,38,0
1833,15500049.27,4269653.657,15501049.27,4268653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,37,0
1834,15500049.27,4268653.657,15501049.27,4267653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,36,0
1835,15500049.27,4267653.657,15501049.27,4266653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,35,1.35567E-05
1836,15500049.27,4266653.657,15501049.27,4265653.657,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,33,34,6.51506E-05
1837,15500049.27,4265653.657,15501049.27,4264653.657,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,33,33,5.03537E-05
1838,15500049.27,4264653.657,15501049.27,4263653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,33,32,1.26791E-05
1839,15500049.27,4263653.657,15501049.27,4262653.657,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,33,31,9.5759E-05
1840,15500049.27,4262653.657,15501049.27,4261653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,30,0
1841,15500049.27,4261653.657,15501049.27,4260653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,29,0
1842,15500049.27,4260653.657,15501049.27,4259653.657,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,33,28,4.69522E-05
1843,15500049.27,4259653.657,15501049.27,4258653.657,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,27,8.47907E-05
1844,15500049.27,4258653.657,15501049.27,4257653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,33,26,3.89148E-05
1845,15500049.27,4257653.657,15501049.27,4256653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,25,0
1846,15500049.27,4256653.657,15501049.27,4255653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,24,0
1847,15500049.27,4255653.657,15501049.27,4254653.657,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,33,23,1.64946E-05
1848,15500049.27,4254653.657,15501049.27,4253653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,22,0
1849,15500049.27,4253653.657,15501049.27,4252653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,21,0
1850,15500049.27,4252653.657,15501049.27,4251653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,20,0
1851,15500049.27,4251653.657,15501049.27,4250653.657,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33,19,0
